2/16/2015,https://www.dropbox.com/sh/278qyhuokj6s4zv/AAAf8ygMGDS--zFDjOujqTdPa/Fondo%20Blanco?dl=0#lh:null-sesion%20fondo%20blanco-125%20(FotoAzulajo2).jpg
2/16/2015,https://www.dropbox.com/sh/278qyhuokj6s4zv/AAAf8ygMGDS--zFDjOujqTdPa/Fondo%20Blanco?dl=0#lh:null-sesion%20fondo%20blanco-164%20(fotoiman2).jpg
2/16/2015,https://signin.aws.amazon.com/oauth?SignatureVersion=4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJMOATPLHVSJ563XQ&X-Amz-Date=2015-02-17T03%3A46%3A06.090Z&X-Amz-Signature=3c50a855b0dc62f2478e08a3a7bc74bca098fc8a053e038c7609ba803eeb2855&X-Amz-SignedHeaders=host&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&response_type=code&state=hashArgs%23
2/16/2015,https://www.amazon.com/ap/signin?ie=UTF8&pf_rd_r=1KVMMBJZ3YC82T30AXH9&pf_rd_m=ATVPDKIKX0DER&pf_rd_t=6301&pf_rd_i=aws.ssop&pf_rd_p=1812789742&pf_rd_s=signin-slot
2/16/2015,https://www.amazon.com/ap/register?ie=UTF8&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.preferred_auth_policies=MultifactorPhysical&forceMobileLayout=0&pageId=aws.ssop&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&create=1&openid.assoc_handle=aws&accountStatusPolicy=P1&openid.pape.max_auth_age=120&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&email=luismiten%40gmail.com&prevRID=1KVMMBJZ3YC82T30AXH9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&ie=UTF8&siteState=registered%2Cen_us&openid.mode=checkid_setup&openid.return_to=https%3A%2F%2Fsignin.aws.amazon.com%2Foauth%3Fresponse_type%3Dcode%26client_id%3Darn%253Aaws%253Aiam%253A%253A015428540659%253Auser%252Fhomepage%26redirect_uri%3Dhttps%253A%252F%252Fconsole.aws.amazon.com%252Fconsole%252Fhome%253Fstate%253DhashArgs%252523%2526isauthcode%253Dtrue%26noAuthCookie%3Dtrue
2/16/2015,https://www.amazon.com/ap/register?ie=UTF8&pf_rd_r=1FBQHA85MB4V5PD6KBNV&pf_rd_m=ATVPDKIKX0DER&pf_rd_t=6301&pf_rd_i=aws.ssop&pf_rd_p=1305979742&pf_rd_s=register-slot
2/16/2015,https://signin.aws.amazon.com/oauth?response_type=code&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&noAuthCookie=true&new_account=1&
2/16/2015,https://portal.aws.amazon.com/gp/aws/developer/registration/index.html
2/16/2015,https://portal.aws.amazon.com/billing/signup?redirect_url=https%3A%2F%2Faws.amazon.com%2Fregistration-confirmation
2/16/2015,https://portal.aws.amazon.com/billing/signup?redirect_url=https%3A%2F%2Faws.amazon.com%2Fregistration-confirmation#/
2/16/2015,https://mail.google.com/mail/u/0/#inbox/14b7eabe22173075
2/16/2015,https://portal.aws.amazon.com/billing/signup?redirect_url=https%3A%2F%2Faws.amazon.com%2Fregistration-confirmation#/paymentinformation
2/16/2015,https://portal.aws.amazon.com/billing/signup?redirect_url=https%3A%2F%2Faws.amazon.com%2Fregistration-confirmation#/identityverification
2/16/2015,https://portal.aws.amazon.com/billing/signup?redirect_url=https%3A%2F%2Faws.amazon.com%2Fregistration-confirmation#/support
2/16/2015,https://aws.amazon.com/registration-confirmation
2/16/2015,https://aws.amazon.com/registration-confirmation/
2/16/2015,https://signin.aws.amazon.com/oauth?SignatureVersion=4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJMOATPLHVSJ563XQ&X-Amz-Date=2015-02-17T03%3A51%3A11.244Z&X-Amz-Signature=ba06dc73e921d85d0b70466877528ae0c90f2daf1676c4d80a44e070e2884f27&X-Amz-SignedHeaders=host&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&response_type=code&state=hashArgs%23
2/16/2015,https://www.amazon.com/ap/signin?ie=UTF8&pf_rd_r=0QNRC52M1R1R0WJAM121&pf_rd_m=ATVPDKIKX0DER&pf_rd_t=6301&pf_rd_i=aws.ssop&pf_rd_p=1812789742&pf_rd_s=signin-slot
